X,Y
13.98944187,15.15773106
14.00105296,15.06941541
13.98783734,14.95145734
13.95949263,14.78646744
13.93577992,14.5608722
13.94036654,14.28085739
13.98276015,13.97280169
14.05471956,13.65983022
14.14910615,13.34708905
14.2808086,13.03386052
14.48662946,12.74548045
14.78191583,12.54015887
15.11079952,12.44509472
15.41090624,12.4165822
15.68915771,12.3920621
15.98254219,12.33736998
16.30157578,12.27006835
16.6084208,12.23773936
16.85879877,12.24923269
17.04597451,12.27749928
17.18783852,12.29728318
17.30760213,12.29405413
17.4278123,12.25997283
17.56909316,12.193829
17.74199877,12.10854208
17.93533953,12.03225707
18.13100243,11.98652554
