X,Y
13.98944187,15.15773106
13.90794559,15.18492741
13.81464854,15.21157925
13.70943423,15.23831091
13.59137817,15.2633065
13.45776905,15.28193562
13.30371065,15.28620557
13.12083599,15.26547616
12.89424869,15.21273387
12.61151726,15.14306332
12.30107044,15.10185166
12.03256687,15.11268926
11.85173957,15.14926653
11.7436321,15.18385897
11.6725909,15.20765433
11.60563748,15.21838396
11.50949812,15.21103082
11.3456648,15.17307204
11.09206225,15.08907334
10.78889902,14.97346722
10.49781917,14.88035954
10.24914844,14.83113828
10.05775285,14.81010058
9.92059204,14.80317344
9.82131821,14.8014849
9.7394815,14.79763171
9.65127087,14.78445816
