X,Y
13.98944187,15.15773106
13.95347563,14.8221675
13.93264342,14.41885552
13.9723696,13.95902304
14.0529393,13.4795341
14.14398262,12.98792799
14.2596856,12.50186132
14.43714015,12.04603431
14.65830101,11.59114001
14.8586056,11.11843231
15.07622277,10.65595525
15.39481714,10.22946794
15.77468977,9.86469097
16.12924754,9.50078549
16.40977313,9.08138385
16.61591857,8.67287265
16.7303982,8.28583259
16.70569896,7.83435476
16.56710471,7.33787746
16.37666463,6.94583627
16.11325875,6.6407964
15.84235525,6.38120462
15.44089654,5.79452006
15.14469409,4.78966332
14.78424145,3.70075104
14.38797882,2.98718794
14.02613831,2.57149863
