X,Y
17.18857956,6.8051815
17.15003963,7.08426684
17.04904707,7.5405356
17.03628737,8.05106708
17.12423754,8.4431234
17.20726239,8.95079056
17.2640627,9.65221395
17.44691164,10.40166827
17.63244186,11.27711876
17.60349398,11.9169806
17.46444009,12.24398896
17.34715213,12.47544826
17.21752177,12.69444355
16.78799228,13.42052133
15.27135817,15.39822954
14.38236437,15.40299335
14.1232076,15.25737926
13.85154576,15.22572049
13.51840124,15.24745347
13.07810811,15.22557481
12.49545257,15.11778039
11.95521977,15.12142686
11.60983228,15.19869426
11.13089964,15.1156139
10.4755033,14.87049204
9.98016342,14.78317326
9.65127087,14.78445816
