X,Y
13.98944187,15.15773106
13.99213907,15.0156777
13.95408009,14.79859365
13.92394363,14.47149622
13.95082415,14.05829107
14.02455398,13.61418877
14.10666996,13.15247369
14.19669194,12.677842
14.33548022,12.22957651
14.54021587,11.8096712
14.75317207,11.36766827
14.94077732,10.91721154
15.19785424,10.48431425
15.57479734,10.11338432
15.98806938,9.82421403
16.32633095,9.52058464
16.55256417,9.17485484
16.73121873,8.85337633
16.91318224,8.59746516
17.105054,8.4249644
17.28773562,8.30587844
17.41625473,8.13099347
17.36200739,7.72882788
17.19010576,7.26577868
17.1363644,7.01981613
17.15617685,6.90375867
17.18857956,6.8051815
