X,Y
9.65127087,14.78445816
9.73054141,14.87018305
9.87830495,14.88067988
10.0920299,14.87370758
10.39168597,14.78510706
10.73525881,14.62213552
11.05632112,14.46975477
11.36032977,14.35340633
11.75297282,14.25126127
12.26096138,14.16792257
12.78959484,14.04031121
13.25508823,13.8480713
13.66512295,13.59912616
13.98869857,13.27087769
14.25543372,12.90040961
14.59098134,12.58800985
15.01849135,12.43294072
15.41865975,12.39799189
15.78958835,12.35544463
16.19913069,12.25958896
16.61568322,12.20041137
16.94644348,12.21429308
17.18523892,12.2382484
17.38429287,12.22169776
17.59999706,12.14908874
17.85813407,12.05034828
18.13100243,11.98652554
