X,Y
9.65127087,14.78445816
9.71363615,14.85833886
9.81535876,14.87623611
9.94598935,14.88109953
10.11706853,14.86865216
10.33728892,14.8111786
10.59549566,14.70684509
10.85653659,14.60342341
11.08579077,14.54783148
11.27946253,14.55005675
11.44540542,14.60062319
11.58620085,14.68692164
11.70757787,14.79395871
11.83072058,14.90854351
11.99934267,15.02351961
12.26776085,15.13453318
12.61403491,15.23175435
12.91934722,15.31528174
13.14311019,15.38869602
13.31493455,15.44652415
13.46130381,15.48301394
13.59445514,15.49309745
13.71681727,15.47318387
13.82416347,15.42334281
13.90877582,15.34888082
13.96438936,15.25857104
13.98944187,15.15773106
